lat,lon,loc_pair,route,type,intersection,centroid,ord
39.94926834106445,-75.19107818603516,10 30,10 30 driving,driving,10,30,25
39.956939697265625,-75.19398498535156,11 30,11 30 driving,driving,11,30,1
39.9561882019043,-75.19413757324219,11 30,11 30 driving,driving,11,30,2
39.9561882019043,-75.1941146850586,11 30,11 30 driving,driving,11,30,3
39.95594024658203,-75.192108154296875,11 30,11 30 driving,driving,11,30,4
39.95586013793945,-75.191436767578125,11 30,11 30 driving,driving,11,30,5
39.955387115478516,-75.19153594970703,11 30,11 30 driving,driving,11,30,6
39.95499801635742,-75.191650390625,11 30,11 30 driving,driving,11,30,7
39.95372009277344,-75.191925048828125,11 30,11 30 driving,driving,11,30,8
39.95328903198242,-75.19200897216797,11 30,11 30 driving,driving,11,30,9
39.95295715332031,-75.19205474853516,11 30,11 30 driving,driving,11,30,10
39.95269775390625,-75.192108154296875,11 30,11 30 driving,driving,11,30,11
39.95167922973633,-75.19232940673828,11 30,11 30 driving,driving,11,30,12
39.95056915283203,-75.19255828857422,11 30,11 30 driving,driving,11,30,13
39.950439453125,-75.19258880615234,11 30,11 30 driving,driving,11,30,14
39.95038986206055,-75.19219970703125,11 30,11 30 driving,driving,11,30,15
39.95035934448242,-75.1918716430664,11 30,11 30 driving,driving,11,30,16
39.9503173828125,-75.19168853759766,11 30,11 30 driving,driving,11,30,17
39.950069427490234,-75.19132995605469,11 30,11 30 driving,driving,11,30,18
39.94968032836914,-75.19078063964844,11 30,11 30 driving,driving,11,30,19
39.949588775634766,-75.190887451171875,11 30,11 30 driving,driving,11,30,20
39.94941711425781,-75.19108581542969,11 30,11 30 driving,driving,11,30,21
39.94934844970703,-75.19111633300781,11 30,11 30 driving,driving,11,30,22
39.94926834106445,-75.19107818603516,11 30,11 30 driving,driving,11,30,23
39.957298278808594,-75.19114685058594,12 30,12 30 driving,driving,12,30,1
39.9562873840332,-75.19136047363281,12 30,12 30 driving,driving,12,30,2
