lat,lon,loc_pair,route,type,intersection,centroid,ord,lat2,lon2,dist
39.951290130615234,-75.19927978515625,04 06,04 06 driving,driving,04,06,5,39.95126724243164,-75.19915008544922,0.0070493876575650535
39.95126724243164,-75.19915008544922,04 06,04 06 driving,driving,04,06,6,39.95212936401367,-75.19896697998047,0.060351201922468914
39.95212936401367,-75.19896697998047,04 06,04 06 driving,driving,04,06,7,39.952537536621094,-75.19889068603516,0.028490037406065927
39.952537536621094,-75.19889068603516,04 06,04 06 driving,driving,04,06,8,39.95402908325195,-75.19852447509766,0.10486533110711134
39.95402908325195,-75.19852447509766,04 06,04 06 driving,driving,04,06,9,39.95472717285156,-75.1983871459961,0.04877866303683401
39.95472717285156,-75.1983871459961,04 06,04 06 driving,driving,04,06,10,39.95515060424805,-75.19829559326172,0.02965539511017886
39.95515060424805,-75.19829559326172,04 06,04 06 driving,driving,04,06,11,39.95507049560547,-75.19771575927734,0.03120475200004533
39.95507049560547,-75.19771575927734,04 06,04 06 driving,driving,04,06,12,39.95480728149414,-75.19559478759766,0.11379664098781675
39.95480728149414,-75.19559478759766,04 06,04 06 driving,driving,04,06,13,39.95402908325195,-75.19574737548828,0.05437226908884651
39.95402908325195,-75.19574737548828,04 06,04 06 driving,driving,04,06,14,39.95404052734375,-75.19586181640625,0.006112626056418507
39.95404052734375,-75.19586181640625,04 06,04 06 driving,driving,04,06,15,39.95393753051758,-75.19587707519531,0.007162136017068997
39.95393753051758,-75.19587707519531,04 06,04 06 driving,driving,04,06,16,39.953880310058594,-75.19586944580078,0.003974148612692511
39.953880310058594,-75.19586944580078,04 06,04 06 driving,driving,04,06,17,39.95384979248047,-75.19583892822266,0.002656801028426892
39.95384979248047,-75.19583892822266,04 06,04 06 driving,driving,04,06,18,39.95383834838867,-75.19575500488281,0.004514724477211196
39.95383834838867,-75.19575500488281,04 06,04 06 driving,driving,04,06,19,39.95383834838867,-75.19575500488281,0
39.9510383605957,-75.20579528808594,05 06,05 06 driving,driving,05,06,1,39.95186996459961,-75.20562744140625,0.058141984131679064
39.95186996459961,-75.20562744140625,05 06,05 06 driving,driving,05,06,2,39.95206069946289,-75.20560455322266,0.013234147991165165
39.95206069946289,-75.20560455322266,05 06,05 06 driving,driving,05,06,3,39.951759338378906,-75.20307159423828,0.1357664453285084
39.951759338378906,-75.20307159423828,05 06,05 06 driving,driving,05,06,4,39.951717376708984,-75.20288848876953,0.01012244361720951
39.951717376708984,-75.20288848876953,05 06,05 06 driving,driving,05,06,5,39.95145797729492,-75.20074462890625,0.11495756733188853
39.95145797729492,-75.20074462890625,05 06,05 06 driving,driving,05,06,6,39.95127868652344,-75.1992416381836,0.08056583138060285
39.95127868652344,-75.1992416381836,05 06,05 06 driving,driving,05,06,7,39.95126724243164,-75.19915008544922,0.0049132540615412
39.95126724243164,-75.19915008544922,05 06,05 06 driving,driving,05,06,8,39.951419830322266,-75.19910430908203,0.01081801435618474
39.951419830322266,-75.19910430908203,05 06,05 06 driving,driving,05,06,9,39.952369689941406,-75.19892120361328,0.06634167734554715
39.952369689941406,-75.19892120361328,05 06,05 06 driving,driving,05,06,10,39.953617095947266,-75.19861602783203,0.08768999970147111
39.953617095947266,-75.19861602783203,05 06,05 06 driving,driving,05,06,11,39.954307556152344,-75.19847869873047,0.04825748673504524
39.954307556152344,-75.19847869873047,05 06,05 06 driving,driving,05,06,12,39.95515060424805,-75.19829559326172,0.05905078791608868
39.95515060424805,-75.19829559326172,05 06,05 06 driving,driving,05,06,13,39.954917907714844,-75.19645690917969,0.0987012409631257
39.954917907714844,-75.19645690917969,05 06,05 06 driving,driving,05,06,14,39.95480728149414,-75.19559478759766,0.04629633629471391
39.95480728149414,-75.19559478759766,05 06,05 06 driving,driving,05,06,15,39.95402908325195,-75.19574737548828,0.05437226908884651
39.95402908325195,-75.19574737548828,05 06,05 06 driving,driving,05,06,16,39.95404052734375,-75.19586181640625,0.006112626056418507
39.95404052734375,-75.19586181640625,05 06,05 06 driving,driving,05,06,17,39.95396041870117,-75.19587707519531,0.005593662450621069
39.95396041870117,-75.19587707519531,05 06,05 06 driving,driving,05,06,18,39.95391845703125,-75.19587707519531,0.0028992713596435755
39.95391845703125,-75.19587707519531,05 06,05 06 driving,driving,05,06,19,39.9538688659668,-75.19586181640625,0.0035204312974515305
39.9538688659668,-75.19586181640625,05 06,05 06 driving,driving,05,06,20,39.95383834838867,-75.19575500488281,0.006037377563296147
39.95383834838867,-75.19575500488281,05 06,05 06 driving,driving,05,06,21,39.95383834838867,-75.19575500488281,0
39.9498405456543,-75.20579528808594,06 06,06 06 driving,driving,06,06,1,39.9499397277832,-75.20305633544922,0.1452369083407237
39.9499397277832,-75.20305633544922,06 06,06 06 driving,driving,06,06,2,39.949989318847656,-75.20178985595703,0.06716947859720186
39.949989318847656,-75.20178985595703,06 06,06 06 driving,driving,06,06,3,39.94997787475586,-75.20164489746094,0.007718668882735406
39.94997787475586,-75.20164489746094,06 06,06 06 driving,driving,06,06,4,39.949947357177734,-75.20159149169922,0.00352816019916623
39.949947357177734,-75.20159149169922,06 06,06 06 driving,driving,06,06,5,39.94977951049805,-75.201446533203125,0.013908458729176402
39.94977951049805,-75.201446533203125,06 06,06 06 driving,driving,06,06,6,39.9498405456543,-75.20111846923828,0.017881111372258836
39.9498405456543,-75.20111846923828,06 06,06 06 driving,driving,06,06,7,39.9498291015625,-75.20098876953125,0.006915214389649026
39.9498291015625,-75.20098876953125,06 06,06 06 driving,driving,06,06,8,39.94978713989258,-75.20079803466797,0.010510523036840327
39.94978713989258,-75.20079803466797,06 06,06 06 driving,driving,06,06,9,39.94976806640625,-75.2007064819336,0.0050251966116791275
39.94976806640625,-75.2007064819336,06 06,06 06 driving,driving,06,06,10,39.94968795776367,-75.20050048828125,0.012234589891861141
39.94968795776367,-75.20050048828125,06 06,06 06 driving,driving,06,06,11,39.949588775634766,-75.2002182006836,0.016447679858961707
39.949588775634766,-75.2002182006836,06 06,06 06 driving,driving,06,06,12,39.94961929321289,-75.1997299194336,0.02594889790680495
39.94961929321289,-75.1997299194336,06 06,06 06 driving,driving,06,06,13,39.94963073730469,-75.199615478515625,0.006113013563706042
39.94963073730469,-75.199615478515625,06 06,06 06 driving,driving,06,06,14,39.949668884277344,-75.1996078491211,0.002666500754801972
39.949668884277344,-75.1996078491211,06 06,06 06 driving,driving,06,06,15,39.94974899291992,-75.19960021972656,0.005549705092984809
39.94974899291992,-75.19960021972656,06 06,06 06 driving,driving,06,06,16,39.950008392333984,-75.19953918457031,0.01821200413256412
39.950008392333984,-75.19953918457031,06 06,06 06 driving,driving,06,06,17,39.9503288269043,-75.19940185546875,0.02330418096440003
39.9503288269043,-75.19940185546875,06 06,06 06 driving,driving,06,06,18,39.951419830322266,-75.19910430908203,0.07701092082159597
39.951419830322266,-75.19910430908203,06 06,06 06 driving,driving,06,06,19,39.952369689941406,-75.19892120361328,0.06634167734554715
39.952369689941406,-75.19892120361328,06 06,06 06 driving,driving,06,06,20,39.953617095947266,-75.19861602783203,0.08768999970147111
39.953617095947266,-75.19861602783203,06 06,06 06 driving,driving,06,06,21,39.9545783996582,-75.19841766357422,0.06724546616634129
39.9545783996582,-75.19841766357422,06 06,06 06 driving,driving,06,06,22,39.95515060424805,-75.19829559326172,0.0400606665047024
39.95515060424805,-75.19829559326172,06 06,06 06 driving,driving,06,06,23,39.954917907714844,-75.19645690917969,0.0987012409631257
39.954917907714844,-75.19645690917969,06 06,06 06 driving,driving,06,06,24,39.95480728149414,-75.19559478759766,0.04629633629471391
39.95480728149414,-75.19559478759766,06 06,06 06 driving,driving,06,06,25,39.95402908325195,-75.19574737548828,0.05437226908884651
39.95402908325195,-75.19574737548828,06 06,06 06 driving,driving,06,06,26,39.95404052734375,-75.19586181640625,0.006112626056418507
39.95404052734375,-75.19586181640625,06 06,06 06 driving,driving,06,06,27,39.95396041870117,-75.19587707519531,0.005593662450621069
39.95396041870117,-75.19587707519531,06 06,06 06 driving,driving,06,06,28,39.95391845703125,-75.19587707519531,0.0028992713596435755
39.95391845703125,-75.19587707519531,06 06,06 06 driving,driving,06,06,29,39.953887939453125,-75.19587707519531,0.002108560989231246
39.953887939453125,-75.19587707519531,06 06,06 06 driving,driving,06,06,30,39.953857421875,-75.19584655761719,0.0026568009183241008
39.953857421875,-75.19584655761719,06 06,06 06 driving,driving,06,06,31,39.95383834838867,-75.19575500488281,0.0050249181484308125
39.95383834838867,-75.19575500488281,06 06,06 06 driving,driving,06,06,32,39.95383834838867,-75.19575500488281,0
39.94845962524414,-75.20521545410156,07 06,07 06 driving,driving,07,06,1,39.948577880859375,-75.20494842529297,0.0163344874340176
39.948577880859375,-75.20494842529297,07 06,07 06 driving,driving,07,06,2,39.948978424072266,-75.2038345336914,0.06516902522732844
39.948978424072266,-75.2038345336914,07 06,07 06 driving,driving,07,06,3,39.949100494384766,-75.203521728515625,0.018591867187097384
39.949100494384766,-75.203521728515625,07 06,07 06 driving,driving,07,06,4,39.9493408203125,-75.2028579711914,0.038881825804470783
39.9493408203125,-75.2028579711914,07 06,07 06 driving,driving,07,06,5,39.94977951049805,-75.201446533203125,0.08067135644365714
39.94977951049805,-75.201446533203125,07 06,07 06 driving,driving,07,06,6,39.9498405456543,-75.20111846923828,0.017881111372258836
39.9498405456543,-75.20111846923828,07 06,07 06 driving,driving,07,06,7,39.9498291015625,-75.20098876953125,0.006915214389649026
39.9498291015625,-75.20098876953125,07 06,07 06 driving,driving,07,06,8,39.94978713989258,-75.20079803466797,0.010510523036840327
39.94978713989258,-75.20079803466797,07 06,07 06 driving,driving,07,06,9,39.94976806640625,-75.2007064819336,0.0050251966116791275
39.94976806640625,-75.2007064819336,07 06,07 06 driving,driving,07,06,10,39.94968795776367,-75.20050048828125,0.012234589891861141
